shop_name,shop_number,address,phone,services
全家新竹師專店,023314,新竹市北區西門街２０３號１樓,"03-6215251 , 03-5245011","夯番薯, 休憩區, 烤馬鈴薯, picard"
全家新竹遠百店,022007,新竹市北區西門街１０１號１、２樓,"03-6213951 , 03-5213733","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), gogoro電池交換站, 塑環真®循環杯, 馬尚煮"
全家新竹勝利店,019686,新竹市北區育英路１號,"03-6235020 , 03-5237797","Fami!ce(有販售店), 烤馬鈴薯, picard"
全家新竹金礦店,023076,新竹市北區延平路一段１１５號,03-5264371,
全家新竹金鵬店,021085,新竹市北區延平路一段３８８號１樓,"03-6213812 , 03-5229126","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, gogoro電池交換站, 馬尚煮"
全家新竹富美店,019324,新竹市北區延平路３段６６９號１樓,"03-6212154 , 03-5360918","Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, SOHOT炎選-現烤點心, picard, SOHOT炎選-炸烤物"
全家新竹高富店,021580,新竹市北區東大路３段４２８號１樓,03-5367975,烤馬鈴薯
全家新竹漁港店,022408,新竹市北區東大路四段２６９號１樓,"03-6214590 , 03-5364060","夯番薯, 休憩區"
全家新竹天群店,018795,新竹市北區武陵路３６－１號１、２樓,"03-6213121 , 03-5322090","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 塑環真®循環杯"
全家新竹荷蘭村店,023034,新竹市北區武陵路１７５巷２號１樓,"03-5451957 , 03-5451966","夯番薯, 廁所, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), SOHOT炎選-現烤點心, picard, SOHOT炎選-炸烤物"
全家新竹新武陵店,022409,新竹市北區武陵路２６７號１樓,"03-6215259 , 03-5426961","夯番薯, 相片立可得, 廁所, 休憩區, 生鮮蔬菜, 烤馬鈴薯, picard"
全家新竹武東店,018971,新竹市北區武陵路７１號１樓,"03-5409474 , 03-5409154","夯番薯, 休憩區, gogoro電池交換站"
全家新竹鐵道店,022407,新竹市北區武陵路２６８號１樓,"03-6215285 , 03-5339257","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), SOHOT炎選-現烤點心, 蒸新鮮"
全家新竹金竹店,021142,新竹市北區金竹路１１５號１樓,"03-6212073 , 03-5327930","夯番薯, 廁所, 休憩區, 烤馬鈴薯, 塑環真®循環杯"
全家新竹金湳雅店,022071,新竹市北區湳雅街３２１號１樓,"03-6212081 , 03-5351322",picard
全家新竹台大醫店,022525,新竹市北區經國路１段４４２巷２５號,03-5330922,"夯番薯, 蒸新鮮"
全家新竹經城店,018130,新竹市北區經國路一段３３９號１樓,"03-6214289 , 03-5344679","夯番薯, 相片立可得, 廁所, 休憩區"
全家新竹客進店,015829,新竹市北區經國路二段５４９號,"03-6235193 , 03-5250228","夯番薯, 廁所, 休憩區, 塑環真®循環杯"
全家新竹東園店,020814,新竹市東區八德路３５號,"03-6210112 , 03-5621071","Fami!ce(雙口味店), 烤馬鈴薯, picard, 塑環真®循環杯, 馬尚煮"
全家新竹力積一店,020602,新竹市東區力行一路１２號５樓,03-5670121,"SOHOT炎選-現烤點心, 馬尚煮"
全家新竹力積二店,020603,新竹市東區力行一路１８號４樓,03-5670122,
全家新竹元太店,014827,新竹市東區力行一路３號Ｂ１員工餐廳,"03-6213792 , 03-5779271",
全家新竹新日光店,016531,新竹市東區力行三路７號１樓（科學園區）,"03-5797947 , 03-5794586",
全家新竹頎邦二店,016756,新竹市東區力行五路３號２樓（新竹科學園區）,"03-5798894 , 03-5678788",
全家新竹啟碁店,022079,新竹市東區力行六路５號Ｂ１樓,03-5777903,"Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家新竹晶電店,017707,新竹市東區科學園區力行路２１號３樓,03-5797849,"夯番薯, SOHOT炎選-現烤點心, 好市多專架, 智能咖啡機, 鼎王麻辣蛋, 蒸新鮮, SOHOT炎選-炸烤物"
全家新竹旺宏三店,018845,新竹市東區力行路１９號１樓（新竹科學園區）,"03-5797724 , 03-5771386",夯番薯
全家新竹旺宏店,012254,新竹市東區科學園區力行路１６號,"03-5631730 , 03-5631811",夯番薯
全家新竹大同店,019243,新竹市東區成功里大同路１６號１８號一樓,"03-6215217 , 03-5277520","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, 馬尚煮"
全家新竹交大店,022202,新竹市東區光明里大學路１００１之２號一樓,"03-5739304 , 03-5739817","夯番薯, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, SOHOT炎選-現烤點心, picard, 鼎王麻辣蛋, 蒸新鮮, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮, 穆斯林友善商品店舖"
全家交大新研三店,017946,新竹市東區大學路１００１號研三舍,03-5160155,"夯番薯, Fami!ce(有販售店), Fami!ce(萌布朗店), 蒸新鮮"
全家新竹科館店,021302,新竹市東區工業東二路１號１樓,"03-6215247 , 03-5678869","夯番薯, 休憩區, 烤馬鈴薯, 鼎王麻辣蛋, 蒸新鮮"
全家新竹巨城店,020997,新竹市東區中央路２２９號Ｂ１,"03-6235153 , 03-5319068","夯番薯, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯"
全家新竹金站店,017278,新竹市東區中正路１００號地下室、１－２樓,"03-6235054 , 03-5281022","夯番薯, Fami!ce(有販售店), 廁所, 休憩區"
全家新竹經華店,019190,新竹市東區中華路一段１０１號,"03-6215235 , 03-5341261","夯番薯, 廁所, 休憩區"
全家新竹台鐵店,018693,新竹市東區中華路２段４４５號１樓,"03-6212163 , 03-5281221","SOHOT炎選-現烤點心, 蒸新鮮"
全家新竹金高店,018738,新竹市東區中華路２段１號,"03-6213002 , 03-5425585",picard
全家新竹新四維店,018190,新竹市東區中華路三段８號１、２樓,"03-6214097 , 03-5247191","夯番薯, 休憩區, SOHOT炎選-現烤點心, 塑環真®循環杯, 穆斯林友善商品店舖"
全家新竹建美店,016448,新竹市東區公道五路二段２７１號１樓,"03-6215245 , 03-5165610","夯番薯, Fami!ce(有販售店), 休憩區, SOHOT炎選-現烤點心, picard"
全家新竹新德安店,021154,新竹市東區公道五路二段８９號１樓,"03-6210117 , 03-5716350",塑環真®循環杯
全家新竹金肥店,020706,新竹市東區公道五路３段１號１樓（編號：Ｂ－３）,"03-6213975 , 03-5751082","SOHOT炎選-現烤點心, picard, SOHOT炎選-炸烤物"
全家新竹民樂店,017191,新竹市東區民生路２５２號１樓,"03-6235040 , 03-5359133","夯番薯, 廁所, 休憩區"
全家新竹民族店,016807,新竹市東區三民里民族路１３９號一樓,"03-6215219 , 03-5330300","夯番薯, Fami!ce(有販售店), 休憩區"
全家新竹慈雲店,018012,新竹市東區立鵬路１０１號,"03-6235082 , 03-5771028","夯番薯, 休憩區"
全家新竹大贏店,020295,新竹市東區光復路１段３６５號１樓,"03-6214131 , 03-6686798","Fami!ce(有販售店), 烤馬鈴薯, 塑環真®循環杯"
全家新竹關東店,021077,新竹市東區光復路一段５２７號１樓、５２７之１號１樓,"03-6210132 , 03-6686002","Fami!ce(有販售店), 烤馬鈴薯, picard"
全家清大金大店,021113,新竹市東區光復路二段１０１號（綜四館）,"03-6210135 , 03-5740218","Fami!ce(雙口味店), picard, 蒸新鮮"
全家清大新水木店,023147,新竹市東區光復路二段１０１號（水木生活中心）,03-5716083,"Fami!ce(有販售店), Fami!ce(萌布朗店), SOHOT炎選-炸烤物"
全家新竹竹科店,020996,新竹市東區科學工業園區竹村七路７號１樓,"03-6215211 , 03-5770320","夯番薯, 廁所, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 咖啡複合店, 蒸新鮮, 塑環真®循環杯"
全家新竹竹蓮店,023059,新竹市東區竹蓮街１０４號１樓,"03-6215209 , 03-5620023","夯番薯, Fami!ce(有販售店), 休憩區, Fami!ce(萌布朗店), 烤馬鈴薯, SOHOT炎選-現烤點心"
全家新竹馨天地店,020354,新竹市東區自由路９７號１樓,"03-6235141 , 03-5421398","Fami!ce(雙口味店), 烤馬鈴薯, SOHOT炎選-現烤點心, picard, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家新竹新西大店,022469,新竹市東區西門街４１號１樓,03-5277829,"Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心"
全家新竹金湖店,019435,新竹市東區明湖路３９９號１樓,"03-6215242 , 03-5290960","picard, gogoro電池交換站"
全家新竹五福店,014935,新竹市東區明湖路１２５５號１樓,"03-6215215 , 03-5292709","夯番薯, Fami!ce(有販售店), 廁所, 休憩區"
全家新竹向陽店,016806,新竹市東區明湖路６４６號,"03-6215206 , 03-5208093","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, SOHOT炎選-現烤點心"
全家新竹園林店,022447,新竹市東區東大路一段１６號,03-5626841,"Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯"
全家新竹金南門店,020468,新竹市東區林森路１１６號１樓,"03-6214182 , 03-5223580","烤馬鈴薯, picard, 蒸新鮮, 塑環真®循環杯"
全家新竹金元寶店,022382,新竹市東區金山九街６８號１樓,"03-6215240 , 03-5794484","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, SOHOT炎選-現烤點心, gogoro電池交換站, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家新竹集福店,022468,新竹市東區金山十一街４１號１樓,03-5789522,烤馬鈴薯
全家新竹新金科店,019176,新竹市東區金山街１９７號,03-5777330,"Fami!ce(雙口味店), Fami自助洗衣, 烤馬鈴薯, 咖啡複合店, 好市多專架, 福爾摩沙茶館, picard, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家新竹十一街店,018651,新竹市東區金山街６３號１樓部份,"03-6215231 , 03-5799553","夯番薯, 休憩區, 烤馬鈴薯, 塑環真®循環杯"
全家新竹將軍店,023072,新竹市東區金城一路５０號１樓,03-5752190,"Fami!ce(有販售店), SOHOT炎選-現烤點心"
全家新竹得美店,023324,新竹市東區南大路２５６號１樓,"03-6235263 , 03-5610687","夯番薯, 廁所, picard"
全家新竹師苑店,019280,新竹市東區振興里南大路６３６號，６３８號一樓,"03-6215250 , 03-5618432","夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯"
全家新竹新興店,022577,新竹市東區光鎮里南大路５７７號一樓,"03-6215220 , 03-5629557","夯番薯, 廁所, 休憩區"
全家新竹建源店,023229,新竹市東區建中一路６０號１樓,"03-5748807 , 03-5748788","夯番薯, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心"
全家新竹公學店,016330,新竹市東區建功一路９９號１樓,"03-6215232 , 03-5748909","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯, picard"
全家新竹金厚店,022005,新竹市東區建新路４號,"03-6210733 , 03-5716882","Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, SOHOT炎選-現烤點心, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家新竹新民治店,022900,新竹市東區科園里８鄰科學園路８８號１樓,"03-6214092 , 03-6687741","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 塑環真®循環杯, 馬尚煮"
全家新竹食品店,016055,新竹市東區食品路４７號１樓,"03-6215248 , 03-5753302","夯番薯, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家新竹品明店,022421,新竹市東區新光里食品路４０６號１樓,"03-6215243 , 03-5625101","夯番薯, 休憩區, 蒸新鮮"
全家新竹頎邦店,016597,新竹市東區展業一路１０號９樓﹝新竹科學園區﹞,"03-6686874 , 03-6687601",
全家新竹翠峰店,021770,新竹市東區高峰里高翠路３７５號,"03-6215262 , 03-6667396","夯番薯, Fami!ce(有販售店), 休憩區"
全家新竹鴻海店,019809,新竹市東區新安路５號５樓之１,03-5771006,"烤馬鈴薯, SOHOT炎選-現烤點心, 蒸新鮮"
全家新竹新莊店,015963,新竹市東區新莊街５２號１樓,"03-6215261 , 03-5794795","夯番薯, 相片立可得, 廁所, 休憩區, picard, 塑環真®循環杯"
全家新竹綠光店,016367,新竹市東區綠水路６３號１樓及地下室,"03-6214635 , 03-5717181","夯番薯, 相片立可得, 廁所, 休憩區, Fami!ce(雙口味店), SOHOT炎選-現烤點心, picard, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家新竹聯發科店,021536,新竹市東區篤行一路８號,03-5783195,"Fami!ce(有販售店), 烤馬鈴薯, 咖啡複合店, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家新竹聯發二店,022155,新竹市東區篤行一路２號２樓,03-5797735,"烤馬鈴薯, SOHOT炎選-現烤點心"
全家新竹龍山店,021937,新竹市東區龍山東路２２８號１樓,"03-6213155 , 03-6687058","夯番薯, Fami!ce(有販售店), 休憩區, 生鮮蔬菜, SOHOT炎選-現烤點心, gogoro電池交換站, SOHOT炎選-炸烤物"
全家新竹關新店,018965,新竹市東區關新東路３５０號１樓,"03-6235060 , 03-5679359","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, Fami!ce(萌布朗店), 塑環真®循環杯"
全家新竹寶山店,020022,新竹市東區寶山路４４８號１樓,"03-6215283 , 03-5779007","夯番薯, 休憩區, 烤馬鈴薯, SOHOT炎選-現烤點心, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家新竹鐵支店,020370,新竹市東區鐵道路一段２８巷７９號１樓,"03-6214553 , 03-5347461","夯番薯, 廁所, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家新竹庄頭店,021678,新竹市香山區大庄路１７號,"03-6218331 , 03-5400020","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, Fami!ce(萌布朗店), 烤馬鈴薯, SOHOT炎選-現烤點心, 蒸新鮮, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家新竹金福店,016492,新竹市香山區中山路６４０巷１７０號１樓,"03-6215145 , 03-5303020","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 生鮮蔬菜, 蒸新鮮"
全家新竹香山店,020459,新竹市香山區中華路五段６７８號１樓,"03-6215249 , 03-5378583","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, SOHOT炎選-現烤點心"
全家新竹中隘店,016139,新竹市香山區中華路六段６６７號、６６９號１樓,"03-6215212 , 03-5181480","夯番薯, 相片立可得, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯"
全家新竹台玻店,016828,新竹市香山區中華路４段４７０號,03-5384820,夯番薯
全家新竹中華店,016596,新竹市香山區五福路二段７７６、７７８號,"03-6215202 , 03-5183072","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, 烤馬鈴薯, gogoro電池交換站, 馬尚煮"
全家新竹元村店,011845,新竹市香山區元培街１９７＆１９９號１樓,"03-6215221 , 03-5303904","休憩區, 塑環真®循環杯"
全家新竹內湖店,022052,新竹市香山區內湖路３９號,"03-6215203 , 03-5370610","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 烤馬鈴薯"
全家新竹東埔店,016366,新竹市香山區牛埔東路１９６號１樓,"03-6215239 , 03-5401779","夯番薯, 休憩區"
全家新竹濱海店,018358,新竹市香山區西濱路二段６０１號,"03-6235217 , 03-5400409","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), SOHOT炎選-現烤點心, 鼎王麻辣蛋, gogoro電池交換站, SOHOT炎選-炸烤物"
全家新竹延平店,019466,新竹市香山區延平路二段７２７巷１號,"03-6215230 , 03-5380450","夯番薯, 休憩區, picard"
全家新竹富美二店,019968,新竹市香山區延平路２段１７１號１樓,"03-6212071 , 03-5301982",picard
全家新竹大庄店,016851,新竹市香山區香北路８６號１樓,"03-6215229 , 03-5402252","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家新竹牛埔店,019173,新竹市香山區經國路３段９０號,"03-6214108 , 03-5301956","Fami!ce(有販售店), picard"
全家竹北上石店,021469,新竹縣竹北市十興路一段３３３號,03-6585150,"Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, SOHOT炎選-現烤點心"
全家竹北新竹義店,022058,新竹縣竹北市三民路８８號１樓,"03-6215280 , 03-5528422","夯番薯, 相片立可得, 休憩區"
全家竹北中正西店,020524,新竹縣竹北市中正西路１４９號１樓,"03-6215266 , 03-5528316","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, picard, 塑環真®循環杯"
全家竹北新宏豐店,023157,新竹縣竹北市中正西路１０８５號,"03-6223094 , 03-5563656","Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, picard, 鼎王麻辣蛋, SOHOT炎選-炸烤物"
全家竹北大河店,022684,新竹縣竹北市中華路２－５１號,"03-6212072 , 03-5531113","夯番薯, 相片立可得, 廁所, 休憩區"
全家竹北金六家店,020147,新竹縣竹北市六家五路２段１１５號,"03-6213135 , 03-6670542","生鮮蔬菜, Fami!ce(雙口味店), 烤馬鈴薯, SOHOT炎選-現烤點心, picard, 蒸新鮮, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家竹北六家店,019767,新竹縣竹北市文興路二段５２９號全部,"03-6235048 , 03-6681742","夯番薯, 廁所, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 咖啡複合店, SOHOT炎選-現烤點心, 好市多專架, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家竹北立錡店,017220,新竹縣竹北市台元一街８號１３樓,03-5601125,"夯番薯, 休憩區, SOHOT炎選-現烤點心, 智能咖啡機, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家竹北奕力店,020306,新竹縣竹北市台元二街１號１０樓,03-5601126,"Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家竹北聯詠店,020928,新竹縣竹北市台元二街９號１樓,03-6562880,"SOHOT炎選-現烤點心, 智能咖啡機, picard, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家竹北金台元店,020803,新竹縣竹北市台元街２６－８號,"03-6223025 , 03-5526080","烤馬鈴薯, SOHOT炎選-現烤點心, 福爾摩沙茶館, picard, 鼎王麻辣蛋, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家竹北宏福店,013774,新竹縣竹北市光明一路２３６號１樓,"03-6215270 , 03-6571083","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), Fami!ce(圓滾滾店), 烤馬鈴薯, SOHOT炎選-現烤點心, gogoro電池交換站, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家竹北新崙店,019006,新竹縣竹北市光明十一路３１號,"03-6235118 , 03-5557018","好市多專架, picard, gogoro電池交換站"
全家竹北竹采店,018935,新竹縣竹北市成功一街８２號１樓後段,"03-6215269 , 03-5505119","夯番薯, 廁所, 休憩區"
全家竹北成功店,022262,新竹縣竹北市成功八路１６０號一樓,"03-6235001 , 03-6682618","夯番薯, Fami!ce(有販售店), 休憩區, Fami!ce(萌布朗店)"
全家竹北金三民店,021936,新竹縣竹北市竹義街６０號,03-5534233,"Fami!ce(有販售店), 烤馬鈴薯"
全家竹北大境店,020508,新竹縣竹北市自強五路２４５號,"03-6235023 , 03-6683746","烤馬鈴薯, picard, 塑環真®循環杯"
全家竹北自強店,022797,新竹縣竹北市自強南路５２號,"03-5505531 , 03-5505530","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, 塑環真®循環杯"
全家竹北科大店,021589,新竹縣竹北市科大一路９３號,"03-6215276 , 03-6571794","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, Fami!ce(萌布朗店), 烤馬鈴薯"
全家竹北泰和店,017229,新竹縣竹北市泰和路１６９號,"03-6215277 , 03-5518451","夯番薯, 相片立可得, 廁所, 休憩區, 烤馬鈴薯, 馬尚煮"
全家竹北勝利店,017959,新竹縣竹北市莊敬七街１２２號,"03-6235202 , 03-6673368","夯番薯, Fami!ce(有販售店), 廁所, 好市多專架, picard, gogoro電池交換站, 塑環真®循環杯"
全家竹北俠隱店,022887,新竹縣竹北市莊敬六街７號,"03-6215275 , 03-6579422","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, SOHOT炎選-現烤點心, 蒸新鮮, 塑環真®循環杯"
全家竹北永豐店,021275,新竹縣竹北市莊敬六街８３號１樓,03-6576976,"Fami!ce(有販售店), 烤馬鈴薯, 咖啡複合店, 福爾摩沙茶館, 蒸新鮮, 塑環真®循環杯, 馬尚煮"
全家竹北鹿場店,019572,新竹縣竹北市莊敬南路１０５號１樓部份範圍,"03-6218270 , 03-6670126","Fami!ce(有販售店), 烤馬鈴薯, 好市多專架, picard"
全家竹北嘉興店,022515,新竹縣竹北市勝利七街二段６６號１樓,"03-6235218 , 03-6580147","夯番薯, Fami!ce(有販售店), 休憩區, gogoro電池交換站"
全家竹北大悅店,019578,新竹縣竹北市勝利八街一段２２５號,"03-6214016 , 03-6589350","夯番薯, 廁所, 休憩區, 生鮮蔬菜"
全家竹北大漾店,021723,新竹縣竹北市博愛南路９號１樓,"03-6212149 , 03-5550065","夯番薯, 廁所, 休憩區, 生鮮蔬菜, Fami!ce(雙口味店), 好市多專架, picard, 蒸新鮮, 塑環真®循環杯"
全家竹北台燿店,016356,新竹縣竹北市博愛街８０３號,03-5555018,夯番薯
全家竹北湧億店,021753,新竹縣竹北市博愛街２７３號,"03-6235004 , 03-5552800","夯番薯, 廁所, 好市多專架, 塑環真®循環杯"
全家竹北台元店,015673,新竹縣竹北市博愛街５２３號１樓,"03-6215267 , 03-5552394","夯番薯, 廁所, 休憩區, 生鮮蔬菜, 烤馬鈴薯, picard, 塑環真®循環杯"
全家竹北新竹愛店,016233,新竹縣竹北市博愛街４２２號一樓,"03-6215279 , 03-5527543","夯番薯, 休憩區"
全家竹北金博店,020499,新竹縣竹北市博愛街７０９號１樓,"03-6214183 , 03-5527018","烤馬鈴薯, picard"
全家竹北新華興店,019579,新竹縣竹北市華興街２８７號１樓,"03-6215271 , 03-5517240","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), 咖啡複合店, SOHOT炎選-現烤點心, 福爾摩沙茶館, FamiSuper, 蒸新鮮, 塑環真®循環杯, SOHOT炎選-炸烤物"
全家竹北後站店,018677,新竹縣竹北市新泰路１０８－２號１樓（配送用）,"03-6235306 , 03-5510118","好市多專架, picard, 塑環真®循環杯"
全家竹北新縣政店,022237,新竹縣竹北市嘉勤北路１號１樓,03-6573861,"Fami!ce(有販售店), 烤馬鈴薯, 塑環真®循環杯"
全家竹北金十興店,018389,新竹縣竹北市嘉興路４９８號（配送用）,"03-6212162 , 03-6586446","夯番薯, 烤馬鈴薯, 好市多專架, picard, gogoro電池交換站"
全家竹北時尚店,017642,新竹縣竹北市嘉豐十一路１段３１號１樓,"03-6235147 , 03-6588915","夯番薯, 廁所, 好市多專架, 塑環真®循環杯"
全家竹北嘉豐店,018653,新竹縣竹北市嘉豐五路二段７９號１樓,"03-6215281 , 03-6578910","夯番薯, Fami!ce(有販售店), 休憩區"
全家竹北唯美店,018355,新竹縣竹北市嘉豐六路二段１９號,"03-6214077 , 03-6683172","夯番薯, 休憩區"
全家竹北日興店,021902,新竹縣竹北市嘉豐北路３７號部份,03-6577082,"Fami!ce(有販售店), 烤馬鈴薯"
全家竹北金豐店,019007,新竹縣竹北市嘉豐南路２段９２號,"03-6214130 , 03-6580742","烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, picard, 塑環真®循環杯"
全家竹北福興東店,020921,新竹縣竹北市福興東路２段２４５號,"03-6223084 , 03-5506033","Fami!ce(有販售店), 烤馬鈴薯, picard, 塑環真®循環杯"
全家竹北鳳岡店,019571,新竹縣竹北市鳳岡路３段２７號,"03-6218260 , 03-5560837","Fami!ce(有販售店), 烤馬鈴薯, SOHOT炎選-現烤點心, 好市多專架, picard"
全家竹北新東元店,020799,新竹縣竹北市縣政二路６７號１樓,"03-6212013 , 03-6573571","夯番薯, 廁所, 休憩區, Fami!ce(雙口味店), 烤馬鈴薯, SOHOT炎選-現烤點心"
全家新竹中國醫店,022988,新竹縣竹北市興隆路一段１９９號Ｂ１,03-6572847,"SOHOT炎選-現烤點心, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮, 穆斯林友善商品店舖"
全家竹北竹風店,016355,新竹縣竹北市環北路一段１１３號,"03-6215131 , 03-5530293","夯番薯, 廁所, 休憩區, picard"
全家竹北環北店,021955,新竹縣竹北市環北路３段３９６號,"03-6212039 , 03-5530556","Fami!ce(有販售店), 烤馬鈴薯, 好市多專架, picard, 穆斯林友善商品店舖"
全家竹北新溪店,018225,新竹縣竹北市環北路５段３９８號（配送用）,"03-6212160 , 03-5528420","夯番薯, 好市多專架, picard"
全家湖口新普店,021237,新竹縣湖口鄉八德路２段６５６號１樓,03-5690308,烤馬鈴薯
全家湖口向漾店,020222,新竹縣湖口鄉八德路３段２３號１、２樓,"03-6213361 , 03-5692008",烤馬鈴薯
全家湖口力成店,019974,新竹縣湖口鄉三民南路１４２號１樓,"03-6212082 , 03-6960680","烤馬鈴薯, picard, 塑環真®循環杯"
全家湖口千禧店,021418,新竹縣湖口鄉千禧路１號１樓,"03-6218016 , 03-5696076","夯番薯, 相片立可得, Fami!ce(有販售店), 休憩區, SOHOT炎選-現烤點心, 智能咖啡機, 鼎王麻辣蛋, SOHOT炎選-炸烤物"
全家湖口新工業店,018869,新竹縣湖口鄉工業一路３６號１樓,"03-6218023 , 03-5977127","夯番薯, 廁所, 休憩區, 烤馬鈴薯, 塑環真®循環杯, 穆斯林友善商品店舖"
全家湖口工業二店,021932,新竹縣湖口鄉工業一路５５號,03-6960206,"Fami!ce(有販售店), 烤馬鈴薯"
全家湖口達生店,021696,新竹縣湖口鄉中正七街１５７號,03-5904331,"Fami!ce(雙口味店), 烤馬鈴薯, SOHOT炎選-現烤點心, 塑環真®循環杯, SOHOT炎選-炸烤物, 馬尚煮"
全家湖口三陽店,023075,新竹縣湖口鄉中華路３號２樓,03-6960293,"SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
全家湖口仁和店,020715,新竹縣湖口鄉鳳凰村仁和路４５號,"03-6218017 , 03-5971288","夯番薯, 廁所, 休憩區, 烤馬鈴薯"
全家湖口文和店,015172,新竹縣湖口鄉仁和路１７８號１８０號,"03-6218019 , 03-5976181","夯番薯, 休憩區"
全家湖口達仁店,017159,新竹縣湖口鄉仁樂路１１８號,"03-6218025 , 03-5977610","夯番薯, Fami!ce(有販售店), 廁所, 休憩區, Fami!ce(萌布朗店), 烤馬鈴薯"
全家湖口文化店,016715,新竹縣湖口鄉文化路３２號,"03-6218018 , 03-5978323","夯番薯, 廁所, 休憩區, 烤馬鈴薯, 穆斯林友善商品店舖"
全家湖口鴻佰店,021992,新竹縣湖口鄉光復北路１６號７樓,03-5979864,"烤馬鈴薯, SOHOT炎選-現烤點心"
全家湖口向東店,022106,新竹縣湖口鄉光復東路４０２號,"03-6221243 , 03-6960376","烤馬鈴薯, SOHOT炎選-現烤點心"
全家湖口向安宅店,021313,新竹縣湖口鄉光復東路６１號,03-6960345,"烤馬鈴薯, SOHOT炎選-現烤點心, SOHOT炎選-炸烤物"
